Shop_ID,Nazwa,Nazwa_Spolki,Format_Sklepu,PowSala,PowOgolem,IloscKas,data_wstapienia,data_wystapienia,LiczbaPracownikow,LiczbaUczniow,ProgramMagazynowy,standard_promocji
3824,Sklep 4210,Wielkopolska,A,409,424,1,2005-05-13,,12,2,IdoSell,standardowa
3828,Sklep 4211,Małopolska,E,72,76,1,2004-07-14,2010-06-14,5,2,IdoSell,standardowa
3831,Sklep 4212,Północ,B,256,277,3,2005-01-11,2020-07-23,6,4,IdoSell,standardowa
490,Sklep 4215,Kujawy,E,53,54,5,2019-01-12,,2,2,ILUO,standardowa
492,Sklep 4216,Kujawy,E,67,82,1,2006-10-02,2017-10-20,3,2,IdoSell,standardowa
178,Sklep 4218,Małopolska,E,63,92,0,2006-09-24,,4,2,,standardowa
3830,Sklep 4219,Orbita,B,257,259,0,2023-12-21,,9,4,ILUO,mini
3832,Sklep 4220,Wielkopolska,B,298,303,3,2014-10-31,,9,6,ILUO,mini
4573,Sklep 4221,Razem,B,297,297,4,2004-06-13,2016-08-22,7,6,IdoSell,standardowa
166,Sklep 4224,Śląsk,D,134,152,4,2014-02-03,,4,4,ILUO,mini
168,Sklep 4225,Śląsk,F,39,62,6,2010-11-27,2019-02-08,3,0,IdoSell,standardowa
182,Sklep 4228,Podkarpacie,D,145,235,2,2005-05-04,2020-01-20,7,4,IdoSell,standardowa
197,Sklep 4229,Północ,F,45,51,3,2002-06-03,2012-02-17,3,0,IdoSell,standardowa
526,Sklep 4230,Kielce,F,46,81,4,2012-01-20,,4,0,ILUO,standardowa
169,Sklep 4231,Opole,D,103,131,4,2017-05-04,,7,4,Streamsoft,standardowa
223,Sklep 4233,Zachód,F,35,73,4,2021-05-16,,1,2,ILUO,mini
473,Sklep 4234,Kielce,C,234,262,3,2008-01-23,,5,4,IdoSell,standardowa
4564,Sklep 4235,Mazowsze,B,281,291,3,2020-09-18,,10,3,ILUO,standardowa
471,Sklep 4236,Orbita,F,25,79,3,2014-12-06,,2,1,Posnet Temo,standardowa
3935,Sklep 4238,Orbita,F,47,51,3,2013-09-02,2013-11-15,1,2,Streamsoft,standardowa
434,Sklep 4239,Orbita,B,347,402,5,2018-05-02,,6,6,ILUO,standardowa
4228,Sklep 4242,Podkarpacie,C,151,191,4,2010-02-10,2012-06-09,6,2,ILUO,standardowa
453,Sklep 4243,Razem,C,199,276,3,2004-09-01,2011-05-06,6,4,IdoSell,standardowa
460,Sklep 4244,Bjanex,E,73,91,3,2013-11-03,,3,1,ILUO,standardowa
463,Sklep 4246,Wielkopolska,B,281,287,2,2007-11-27,2013-03-12,9,5,IdoSell,mini
4537,Sklep 4247,Podlasie,F,37,57,0,2002-07-09,,2,0,Streamsoft,standardowa
452,Sklep 4249,Wielkopolska,A,414,415,1,2009-08-11,,12,2,ILUO,mini
448,Sklep 4250,Razem,D,147,163,1,2018-05-02,,5,4,IdoSell,standardowa
421,Sklep 4252,Kujawy,E,70,82,1,2022-10-03,2023-11-03,5,1,IdoSell,standardowa
447,Sklep 4253,Opole,F,44,58,3,2015-05-01,,2,2,IdoSell,standardowa
289,Sklep 4254,Podkarpacie,D,109,153,3,2019-07-13,2020-07-29,6,3,ILUO,mini
411,Sklep 4255,Podkarpacie,D,112,132,6,1999-09-14,2010-03-26,5,3,IdoSell,mini
431,Sklep 4256,Małopolska,E,61,100,3,2020-01-05,,4,2,,standardowa
444,Sklep 4258,Kielce,F,31,34,4,2007-04-09,,2,2,ILUO,standardowa
3961,Sklep 4259,Podlasie,E,93,123,4,2001-01-13,,2,1,ILUO,mini
4041,Sklep 4260,Kielce,C,220,241,3,2015-03-05,,7,2,IdoSell,mini
4370,Sklep 4261,Opole,C,239,241,4,2001-05-15,,6,2,IdoSell,standardowa
4606,Sklep 4262,Podlasie,B,259,287,5,2013-12-05,,7,5,IdoSell,standardowa
443,Sklep 4263,Wielkopolska,E,66,67,5,2002-11-03,2008-04-27,5,1,ILUO,standardowa
389,Sklep 4264,Śląsk,C,177,237,2,2023-10-11,2023-11-30,7,5,IdoSell,standardowa
395,Sklep 4265,Kujawy,F,36,66,4,2005-07-24,,1,2,ILUO,standardowa
414,Sklep 4266,Małopolska,F,41,49,3,2002-02-14,2017-06-22,1,1,ILUO,standardowa
427,Sklep 4267,Śląsk,A,392,449,2,2005-10-13,,9,5,Subiekt GT,standardowa
4195,Sklep 4269,Mazowsze,F,46,51,4,2007-08-16,,1,2,IdoSell,standardowa
4536,Sklep 4270,Opole,F,44,85,2,2008-03-23,,4,2,IdoSell,standardowa
410,Sklep 4271,Śląsk,C,188,237,4,2021-12-05,,8,3,ILUO,standardowa
4418,Sklep 4273,Kujawy,F,41,81,1,2007-07-07,,2,2,IdoSell,mini
4546,Sklep 4274,Śląsk,D,134,141,4,1999-10-28,,7,4,Streamsoft,standardowa
4103,Sklep 4275,Razem,D,143,149,3,2001-09-24,2022-11-27,4,3,ILUO,mini
426,Sklep 4276,Śląsk,B,334,381,4,2010-12-23,,8,5,ILUO,standardowa
412,Sklep 4277,Wielkopolska,C,238,239,3,2022-05-12,,6,2,Streamsoft,mini
3879,Sklep 4280,Podkarpacie,E,100,133,0,2013-04-02,,4,2,Streamsoft,standardowa
391,Sklep 4281,Podkarpacie,C,162,175,5,2013-07-06,,5,4,IdoSell,standardowa
491,Sklep 4282,Orbita,D,120,123,3,2010-05-18,,4,3,ILUO,brak
390,Sklep 4283,Opole,E,57,68,4,2003-05-21,,5,1,ILUO,standardowa
3861,Sklep 4284,Kujawy,C,209,238,3,2004-11-18,,6,2,IdoSell,standardowa
3813,Sklep 4287,Podkarpacie,D,104,116,4,2009-08-03,,6,4,ILUO,standardowa
1160,Sklep 4288,Kujawy,E,57,66,0,2014-08-02,,4,1,IdoSell,mini
3885,Sklep 4289,Kielce,D,140,157,3,2007-11-09,,4,3,IdoSell,mini
417,Sklep 4290,Podkarpacie,F,44,53,5,2023-04-27,,1,2,IdoSell,standardowa
1149,Sklep 4292,Śląsk,B,345,366,4,2012-12-30,,8,5,IdoSell,mini
4620,Sklep 4293,Kujawy,E,81,106,3,2001-06-30,2023-08-23,2,1,,standardowa
416,Sklep 4296,Śląsk,C,173,196,2,2004-02-19,,5,4,ILUO,mini
1145,Sklep 4297,Orbita,A,443,454,4,2013-11-02,,8,5,ILUO,mini
3895,Sklep 4298,Razem,F,28,29,2,2023-09-28,,1,1,DGCS,standardowa
1146,Sklep 4299,Mazowsze,E,81,115,1,2023-09-16,,2,1,IdoSell,standardowa
4572,Sklep 4300,Żory,B,283,283,2,2010-06-24,2012-07-07,10,3,IdoSell,mini
1165,Sklep 4301,Wielkopolska,C,152,152,1,2002-01-16,2012-10-27,7,2,IdoSell,standardowa
1148,Sklep 4303,Bielsko-Biała,F,26,27,4,2019-01-07,,3,1,ILUO,mini
1151,Sklep 4304,Bielsko-Biała,F,34,92,0,2019-12-11,,3,0,Streamsoft,mini
1152,Sklep 4305,Kielce,C,198,208,0,2000-04-01,,8,3,ILUO,standardowa
1150,Sklep 4306,Żory,D,149,166,5,2021-12-07,,7,4,IdoSell,mini
1182,Sklep 4307,Razem,F,43,112,2,2007-12-02,,3,0,,standardowa
3923,Sklep 4308,Północ,E,62,73,4,1999-01-11,2019-11-14,4,2,,mini
4288,Sklep 4309,Orbita,F,47,70,4,2018-12-01,,3,0,ILUO,standardowa
4293,Sklep 4310,Śląsk,C,196,270,5,2007-11-18,2015-02-06,8,3,ILUO,standardowa
4294,Sklep 4311,Mazowsze,E,72,87,4,2014-08-16,,3,1,ILUO,mini
1902,Sklep 4313,Kielce,C,162,190,2,2009-01-10,,5,2,ILUO,standardowa
4479,Sklep 4314,Kujawy,E,97,148,1,2018-02-16,,5,2,ILUO,mini
4523,Sklep 4315,Kielce,F,26,44,2,2022-12-30,,4,2,ILUO,standardowa
4541,Sklep 4316,Śląsk,D,105,110,5,2016-12-04,2019-09-11,8,2,ILUO,standardowa
1913,Sklep 4318,Kujawy,F,26,29,4,2016-03-10,,1,2,IdoSell,standardowa
1893,Sklep 4319,Kujawy,D,126,188,5,2008-10-02,2022-02-05,4,4,ILUO,standardowa
3991,Sklep 4320,Bielsko-Biała,C,176,222,4,2012-08-06,,7,4,ILUO,standardowa
4415,Sklep 4321,Podlasie,E,97,121,4,2008-03-12,,4,1,ILUO,standardowa
1878,Sklep 4322,Kujawy,B,321,355,3,2020-02-09,,7,4,IdoSell,mini
415,Sklep 4323,Kujawy,D,140,142,3,2009-02-17,,8,3,Streamsoft,mini
4435,Sklep 4324,Małopolska,D,139,147,6,2009-10-28,2023-01-31,8,2,ILUO,standardowa
173,Sklep 4325,Wielkopolska,E,51,73,1,2015-09-25,,4,1,,mini
4254,Sklep 4326,Wielkopolska,F,27,39,1,2020-11-21,2022-05-29,1,0,ILUO,mini
207,Sklep 4327,Północ,A,360,363,1,2023-06-20,,10,6,ILUO,standardowa
274,Sklep 4328,Śląsk,E,95,136,3,2022-08-21,,5,2,IdoSell,standardowa
382,Sklep 4329,Kielce,A,356,386,4,2017-02-01,,9,4,ILUO,mini
4690,Sklep 4330,Śląsk,D,117,169,1,2004-01-04,,7,2,IdoSell,standardowa
403,Sklep 4332,Orbita,B,292,295,1,2022-06-25,,10,4,DGCS,brak
273,Sklep 4333,Podlasie,F,47,49,2,2009-01-23,,4,2,Streamsoft,standardowa
404,Sklep 4334,Podlasie,E,70,72,0,2009-04-05,2009-06-03,4,2,IdoSell,standardowa
288,Sklep 4336,Śląsk,D,106,157,5,1999-12-24,2022-05-27,4,2,IdoSell,standardowa
348,Sklep 4337,Kujawy,F,33,56,2,2008-10-27,2016-03-20,4,0,IdoSell,
407,Sklep 4338,Orbita,B,263,274,3,2019-12-03,2022-12-17,7,5,IdoSell,standardowa
3272,Sklep 4339,Mazowsze,A,411,419,3,2016-08-27,2018-02-16,11,4,ILUO,standardowa
396,Sklep 4340,Wielkopolska,F,44,57,4,2021-05-02,,1,0,,mini
387,Sklep 4341,Podlasie,C,163,163,0,2010-04-28,,6,4,IdoSell,standardowa
4051,Sklep 4342,Razem,E,74,94,1,2006-10-18,2015-01-24,4,1,IdoSell,standardowa
392,Sklep 4343,Kujawy,A,371,431,2,2016-01-11,,9,6,IdoSell,standardowa
3914,Sklep 4344,Podkarpacie,D,145,200,2,2023-12-10,,7,4,Streamsoft,standardowa
4533,Sklep 4345,Opole,B,265,302,4,2017-02-14,,7,4,ILUO,standardowa
3237,Sklep 4347,Kujawy,E,64,118,4,2013-10-30,,5,1,IdoSell,standardowa
3241,Sklep 4349,Kielce,F,39,60,4,2018-12-23,,3,0,IdoSell,standardowa
4094,Sklep 4350,Orbita,E,55,103,2,2018-06-17,,2,1,IdoSell,standardowa
4210,Sklep 4351,Mazowsze,B,332,351,2,2007-04-04,2019-12-30,10,3,ILUO,standardowa
3243,Sklep 4352,Kielce,F,47,97,1,2023-07-27,,3,2,Streamsoft,mini
4496,Sklep 4353,Opole,F,45,94,5,2022-03-05,,3,0,IdoSell,standardowa
3242,Sklep 4354,Wielkopolska,D,149,157,2,2008-05-30,2021-10-29,7,4,ILUO,mini
3867,Sklep 4355,Północ,B,291,293,4,2011-07-13,2019-07-07,10,4,ILUO,standardowa
4444,Sklep 4356,Orbita,C,232,238,2,2006-01-16,,7,2,ILUO,standardowa
4531,Sklep 4357,Północ,E,82,82,3,2005-02-21,2013-10-18,3,1,IdoSell,standardowa
4716,Sklep 4358,Kujawy,C,225,246,3,2010-05-13,2020-07-10,7,5,ILUO,standardowa
3265,Sklep 4359,Małopolska,F,50,59,1,2013-05-29,,4,1,,mini
3279,Sklep 4361,Kujawy,F,45,63,3,2014-11-13,,2,2,IdoSell,standardowa
3275,Sklep 4363,Bielsko-Biała,D,115,160,4,2006-08-04,2020-02-22,6,4,IdoSell,mini
3305,Sklep 4364,Mazowsze,D,130,205,3,2021-06-23,,5,4,Streamsoft,standardowa
3343,Sklep 4365,Kujawy,D,119,170,0,2014-05-07,,6,3,Streamsoft,standardowa
3253,Sklep 4366,Kujawy,E,53,61,2,2010-01-14,2014-03-22,3,2,Streamsoft,standardowa
4706,Sklep 4367,Północ,F,35,123,4,2018-07-23,2020-06-15,4,1,IdoSell,standardowa
4050,Sklep 4368,Żory,F,33,33,1,2017-12-04,,1,0,,standardowa
3341,Sklep 4369,Kielce,F,46,88,4,2009-07-14,,2,2,ILUO,mini
4527,Sklep 4370,Bjanex,E,65,102,5,2007-11-04,,5,2,ILUO,standardowa
3276,Sklep 4371,Podlasie,D,104,104,3,2005-02-27,2017-06-22,5,4,IdoSell,standardowa
3301,Sklep 4372,Kielce,B,312,321,2,2013-06-09,,9,4,IdoSell,mini
3280,Sklep 4373,Wielkopolska,F,36,37,4,2002-02-18,,2,2,Streamsoft,standardowa
3316,Sklep 4374,Wielkopolska,E,74,86,5,2004-06-03,2011-01-12,4,1,IdoSell,standardowa
3318,Sklep 4376,Wielkopolska,C,168,168,5,2013-05-10,,7,2,IdoSell,standardowa
4000,Sklep 4377,Wielkopolska,D,141,144,3,2003-04-10,,7,2,IdoSell,standardowa
3289,Sklep 4378,Północ,F,37,88,3,2020-12-13,,1,2,ILUO,standardowa
3325,Sklep 4380,Bielsko-Biała,F,36,54,1,2017-09-09,,2,0,ILUO,standardowa
3988,Sklep 4381,Kielce,E,70,92,0,2013-09-15,,4,2,,standardowa
4020,Sklep 4382,Opole,D,142,203,4,2010-07-17,,4,4,ILUO,standardowa
3288,Sklep 4383,Kielce,E,66,133,3,2023-08-04,,4,2,IdoSell,standardowa
3916,Sklep 4384,Małopolska,E,76,137,4,2010-11-18,,4,1,IdoSell,standardowa
3283,Sklep 4385,Kielce,F,29,29,0,2013-01-21,,1,0,IdoSell,standardowa
3284,Sklep 4386,Wielkopolska,E,83,100,3,2010-01-26,2013-06-10,5,1,IdoSell,standardowa
3290,Sklep 4387,Kielce,C,247,268,3,2018-07-09,,8,2,IdoSell,mini
3319,Sklep 4388,Podlasie,F,49,84,0,2022-03-22,,2,1,IdoSell,standardowa
3307,Sklep 4389,Północ,B,331,386,2,2009-05-30,,6,6,IdoSell,standardowa
3917,Sklep 4390,Wielkopolska,E,57,104,2,2003-06-12,2019-06-13,2,2,,standardowa
3309,Sklep 4392,Podlasie,F,49,113,1,2020-07-02,,4,1,IdoSell,standardowa
3336,Sklep 4393,Wielkopolska,D,113,123,4,2015-12-23,,6,2,,mini
3306,Sklep 4394,Północ,F,50,50,3,2000-03-16,,2,1,,standardowa
3996,Sklep 4395,Bielsko-Biała,B,329,359,1,2005-09-13,2015-12-07,8,4,IdoSell,standardowa
4622,Sklep 4396,Małopolska,E,71,140,3,2003-11-30,,4,1,IdoSell,standardowa
3310,Sklep 4397,Małopolska,E,51,58,5,2017-04-04,2023-06-18,3,2,Posnet Temo,standardowa
3311,Sklep 4398,Zachód,C,166,170,4,2010-02-22,2010-08-20,7,2,Posnet Temo,standardowa
3322,Sklep 4399,Podlasie,B,310,366,0,2014-09-09,,6,4,Posnet Temo,mini
3323,Sklep 4400,Kujawy,C,237,261,0,2017-02-20,,5,3,Posnet Temo,standardowa
3328,Sklep 4402,Razem,C,192,219,1,2022-08-13,,7,2,Posnet Temo,mini
3330,Sklep 4403,Podkarpacie,B,278,282,0,2010-11-18,,7,3,Posnet Temo,standardowa
3331,Sklep 4404,Kielce,C,172,218,4,2008-01-24,2021-05-27,5,5,Posnet Temo,standardowa
3332,Sklep 4405,Kielce,B,333,399,4,2011-05-17,,9,5,Posnet Temo,standardowa
3333,Sklep 4406,Kielce,B,301,309,0,2015-03-11,2016-11-29,10,3,Posnet Temo,standardowa
3334,Sklep 4407,Północ,B,321,329,2,2014-08-30,2023-08-26,6,6,Posnet Temo,standardowa
3340,Sklep 4408,Mazowsze,B,254,272,3,2014-11-21,,10,4,Posnet Temo,standardowa
4052,Sklep 4409,Kielce,E,81,86,2,2006-02-10,,5,1,IdoSell,mini
3335,Sklep 4410,Śląsk,F,39,43,4,2008-06-21,,3,2,IdoSell,standardowa
4707,Sklep 4412,Wielkopolska,F,31,101,4,2019-11-24,,2,1,IdoSell,standardowa
4424,Sklep 4413,Wielkopolska,A,433,449,2,2012-09-11,,10,4,IdoSell,standardowa
3329,Sklep 4414,Wielkopolska,C,164,182,3,2023-05-18,,5,5,ILUO,mini
3342,Sklep 4415,Podkarpacie,E,93,118,1,2022-05-17,,3,2,Streamsoft,standardowa
4520,Sklep 4416,Podlasie,B,282,314,1,2017-03-01,,8,5,ILUO,standardowa
3998,Sklep 4417,Kujawy,C,166,186,3,2013-10-27,,7,4,ILUO,standardowa
3337,Sklep 4418,Północ,F,35,53,1,2004-12-12,2011-10-14,4,0,IdoSell,standardowa
3370,Sklep 4419,Śląsk,F,46,82,0,2021-05-19,,1,1,IdoSell,standardowa
4062,Sklep 4420,Żory,E,67,115,3,2009-05-29,2011-04-18,4,2,Streamsoft,standardowa
4635,Sklep 4421,Podlasie,F,46,66,1,2021-05-22,,3,0,Streamsoft,standardowa
3372,Sklep 4423,Wielkopolska,F,34,95,3,2002-05-10,,2,1,IdoSell,standardowa
4025,Sklep 4425,Wielkopolska,E,58,60,5,2016-03-05,,4,2,ILUO,standardowa
3351,Sklep 4427,Podlasie,C,192,233,0,2000-01-16,2017-10-14,8,4,ILUO,standardowa
3843,Sklep 4428,Małopolska,E,87,90,5,2009-10-09,2019-07-01,2,2,ILUO,mini
4042,Sklep 4429,Bielsko-Biała,E,95,102,2,2016-08-07,,4,1,ILUO,standardowa
3841,Sklep 4430,Północ,E,63,74,2,2008-04-27,2018-06-13,2,1,IdoSell,standardowa
3853,Sklep 4431,Wielkopolska,D,128,161,5,2004-03-10,,7,3,IdoSell,standardowa
3855,Sklep 4432,Śląsk,E,90,154,6,2000-10-27,2019-04-27,3,2,IdoSell,mini
4112,Sklep 4433,Kujawy,A,391,391,3,2018-05-26,,12,6,IdoSell,standardowa
3862,Sklep 4434,Wielkopolska,F,49,91,0,2009-04-21,2018-12-16,4,2,Streamsoft,mini
3859,Sklep 4435,Mazowsze,C,215,233,2,2021-08-09,,8,2,ILUO,standardowa
3919,Sklep 4436,Północ,C,210,265,7,2019-11-21,,7,4,ILUO,standardowa
4057,Sklep 4437,Małopolska,D,140,144,0,2022-12-09,,8,3,IdoSell,standardowa
3978,Sklep 4438,Północ,D,102,120,3,2003-03-13,2019-12-22,4,2,IdoSell,mini
3913,Sklep 4439,Śląsk,D,105,133,3,2008-06-06,,5,2,Streamsoft,standardowa
4043,Sklep 4440,Bielsko-Biała,E,77,88,3,2000-06-01,2009-01-15,4,1,Streamsoft,standardowa
4122,Sklep 4442,Północ,F,33,61,2,2005-03-18,2016-07-31,4,1,Streamsoft,standardowa
4323,Sklep 4443,Kielce,D,105,128,3,2017-06-29,,6,2,Streamsoft,standardowa
4380,Sklep 4444,Razem,F,32,53,8,2003-11-03,,3,0,IdoSell,standardowa
4621,Sklep 4445,Podkarpacie,E,92,107,2,2013-12-17,2023-08-17,2,1,IdoSell,standardowa
3847,Sklep 4446,Orbita,F,34,58,4,2001-02-26,2011-05-29,2,2,ILUO,standardowa
4022,Sklep 4447,Orbita,C,183,183,4,2000-04-21,,6,4,ILUO,standardowa
4024,Sklep 4449,Śląsk,F,50,57,2,2009-11-11,2018-07-02,1,0,ILUO,standardowa
4053,Sklep 4451,Północ,F,31,50,1,2022-08-02,,2,0,IdoSell,brak
4055,Sklep 4452,Zachód,F,40,56,1,2023-09-02,,3,2,ILUO,standardowa
4056,Sklep 4453,Podlasie,B,316,347,4,2000-10-16,2014-12-04,9,4,ILUO,standardowa
4059,Sklep 4454,Kujawy,E,91,119,3,2003-01-01,,5,2,Streamsoft,standardowa
4048,Sklep 4455,Kielce,B,297,305,0,2001-09-16,,7,5,ILUO,standardowa
4200,Sklep 4456,Podkarpacie,F,34,35,3,2002-10-13,2010-01-02,4,0,IdoSell,brak
4618,Sklep 4457,Mazowsze,E,79,82,5,2015-02-02,,2,1,IdoSell,standardowa
4037,Sklep 4458,Wielkopolska,C,235,235,1,2002-04-29,2022-03-04,5,5,ILUO,standardowa
3990,Sklep 4459,Opole,C,193,195,3,2014-08-19,,6,4,IdoSell,standardowa
3997,Sklep 4460,Razem,F,40,40,3,2021-03-25,,2,0,Streamsoft,standardowa
4127,Sklep 4461,Wielkopolska,A,403,451,4,2008-02-21,2016-01-11,8,2,Streamsoft,mini
4314,Sklep 4462,Wielkopolska,F,42,68,1,2004-11-07,,1,2,IdoSell,
4034,Sklep 4463,Bjanex,F,33,41,1,2012-05-10,,4,0,ILUO,brak
4199,Sklep 4464,Podkarpacie,E,64,73,5,2007-08-08,2007-12-24,5,2,Streamsoft,standardowa
4324,Sklep 4465,Śląsk,E,62,65,1,2001-06-19,2019-12-06,2,1,ILUO,standardowa
4058,Sklep 4466,Kielce,D,127,144,5,2006-07-05,2016-03-26,5,2,Streamsoft,mini
4579,Sklep 4467,Wielkopolska,D,118,141,2,2016-06-16,2016-10-19,5,3,IdoSell,standardowa
4325,Sklep 4468,Północ,E,82,108,4,2006-03-26,,2,1,ILUO,standardowa
4581,Sklep 4469,Bielsko-Biała,E,69,77,3,2005-01-06,,2,1,IdoSell,standardowa
4619,Sklep 4470,Zachód,D,141,171,4,2008-12-10,,8,3,IdoSell,mini
4190,Sklep 4471,Zachód,B,305,334,3,2005-12-19,2020-05-29,7,5,IdoSell,standardowa
4115,Sklep 4472,Kujawy,F,36,36,2,2018-11-21,2023-09-09,1,0,ILUO,mini
4038,Sklep 4473,Kielce,F,31,32,1,2019-07-06,,1,2,IdoSell,mini
4214,Sklep 4474,Śląsk,F,32,80,4,2011-06-09,,2,2,IdoSell,standardowa
4082,Sklep 4476,Małopolska,C,197,204,1,2015-09-26,,6,4,IdoSell,standardowa
4120,Sklep 4477,Mazowsze,F,46,71,2,2012-08-24,,3,1,IdoSell,standardowa
4284,Sklep 4478,Razem,D,141,159,2,2022-07-06,,8,4,IdoSell,standardowa
4319,Sklep 4479,Północ,F,27,29,3,2010-01-01,,4,1,IdoSell,standardowa
4322,Sklep 4480,Kujawy,E,68,68,1,2017-10-10,,3,1,IdoSell,standardowa
4121,Sklep 4481,Razem,F,43,49,4,1999-07-12,,4,0,Streamsoft,standardowa
4198,Sklep 4482,Kielce,F,34,38,2,2010-03-19,,4,0,IdoSell,standardowa
4333,Sklep 4483,Kujawy,E,67,72,5,2005-08-21,2014-12-07,3,1,ILUO,
4126,Sklep 4484,Kujawy,C,198,220,2,2019-03-21,,5,5,ILUO,standardowa
4205,Sklep 4485,Razem,B,323,327,1,2005-09-01,,10,5,IdoSell,standardowa
4348,Sklep 4487,Bjanex,E,52,74,3,2020-09-29,,4,1,ILUO,mini
4184,Sklep 4488,Kielce,C,151,157,2,2011-12-31,,8,3,IdoSell,mini
4426,Sklep 4489,Kujawy,E,67,86,5,2004-10-11,2016-07-19,3,1,IdoSell,standardowa
4427,Sklep 4490,Orbita,F,32,123,1,2022-05-28,,4,2,IdoSell,brak
4188,Sklep 4491,Kielce,E,58,69,5,1999-04-09,,2,2,IdoSell,mini
4196,Sklep 4492,Wielkopolska,B,319,319,6,2015-04-02,,7,3,ILUO,mini
4304,Sklep 4493,Mazowsze,F,33,71,4,2021-06-06,,2,1,Streamsoft,standardowa
4351,Sklep 4494,Podkarpacie,F,40,43,5,2002-11-25,2010-04-24,1,1,IdoSell,standardowa
4194,Sklep 4495,Żory,F,37,43,4,2011-05-25,2021-01-13,2,1,ILUO,standardowa
4192,Sklep 4496,Podkarpacie,C,176,184,2,2004-12-29,2020-03-16,8,3,ILUO,standardowa
4207,Sklep 4498,Małopolska,F,25,27,1,2010-11-29,,3,1,ILUO,standardowa
4490,Sklep 4499,Śląsk,E,74,128,1,2004-08-20,,3,1,IdoSell,standardowa
4203,Sklep 4500,Północ,A,380,418,8,2019-12-02,2020-11-24,12,6,IdoSell,mini
4395,Sklep 4501,Wielkopolska,E,77,78,4,2002-06-02,,3,2,ILUO,standardowa
4504,Sklep 4502,Razem,B,256,267,4,2003-06-09,,9,6,,standardowa
4561,Sklep 4503,Kujawy,F,31,38,4,2003-08-09,2010-01-13,1,2,ILUO,standardowa
4311,Sklep 4504,Śląsk,E,88,88,4,2005-12-10,2009-08-28,5,1,Streamsoft,standardowa
4313,Sklep 4505,Orbita,C,208,239,5,2009-11-20,,7,5,IdoSell,standardowa
4328,Sklep 4506,Kujawy,F,41,53,2,1999-11-13,2019-06-07,2,1,ILUO,standardowa
4204,Sklep 4507,Żory,F,37,42,1,2011-04-08,,2,2,IdoSell,mini
4303,Sklep 4508,Kujawy,F,38,64,1,2019-08-01,,4,0,,standardowa
4305,Sklep 4509,Mazowsze,E,55,66,2,2008-05-09,,4,1,ILUO,standardowa
4302,Sklep 4510,Śląsk,D,131,155,3,2009-10-03,2012-10-25,8,3,IdoSell,standardowa
4318,Sklep 4511,Północ,E,51,51,0,2010-02-05,,2,2,Streamsoft,standardowa
4334,Sklep 4512,Wielkopolska,F,45,61,4,2006-08-02,,4,1,ILUO,standardowa
4515,Sklep 4513,Orbita,E,95,120,3,2021-08-13,,2,1,IdoSell,mini
4337,Sklep 4514,Razem,E,86,90,5,2017-04-19,,4,2,Streamsoft,standardowa
4341,Sklep 4515,Bielsko-Biała,E,69,82,4,2011-02-03,,5,1,ILUO,mini
4346,Sklep 4516,Kujawy,F,33,47,4,2004-10-12,,3,1,Streamsoft,standardowa
4345,Sklep 4518,Żory,D,117,145,4,2014-02-07,,4,3,,standardowa
4502,Sklep 4519,Mazowsze,B,316,340,0,2012-08-20,2017-01-11,7,6,IdoSell,standardowa
4516,Sklep 4520,Kielce,D,131,134,4,2019-07-30,,4,3,Streamsoft,standardowa
4569,Sklep 4521,Bjanex,C,170,179,5,2003-12-24,,7,3,IdoSell,standardowa
4378,Sklep 4522,Kujawy,F,29,33,3,2001-10-06,2019-11-30,1,0,IdoSell,standardowa
4688,Sklep 4523,Kielce,D,102,110,1,2001-05-10,,4,3,IdoSell,standardowa
4689,Sklep 4524,Śląsk,D,122,172,0,2003-06-24,,5,4,IdoSell,standardowa
4487,Sklep 4525,Razem,B,312,327,4,1999-02-16,2017-10-15,9,4,ILUO,mini
4584,Sklep 4526,Małopolska,F,31,42,3,2019-06-30,,3,0,IdoSell,standardowa
4585,Sklep 4527,Małopolska,F,30,47,1,2003-10-16,2010-06-20,3,1,ILUO,standardowa
4600,Sklep 4528,Opole,C,243,267,2,1999-08-27,,8,5,IdoSell,mini
4505,Sklep 4529,Wielkopolska,A,429,521,3,2002-10-04,,10,2,ILUO,standardowa
4509,Sklep 4530,Podlasie,E,86,112,4,2007-02-10,2023-07-17,2,1,ILUO,standardowa
4511,Sklep 4531,Wielkopolska,E,51,53,5,2016-12-27,2017-07-30,2,1,ILUO,standardowa
4512,Sklep 4532,Orbita,F,40,57,0,2017-10-14,,4,2,ILUO,standardowa
4517,Sklep 4533,Podkarpacie,E,77,80,2,2003-09-28,2009-05-30,3,1,ILUO,standardowa
4577,Sklep 4534,Śląsk,E,75,148,3,2018-06-11,,5,1,ILUO,standardowa
4610,Sklep 4535,Bielsko-Biała,F,38,65,4,2023-08-10,,1,1,ILUO,standardowa
4518,Sklep 4536,Północ,E,66,69,0,2018-02-07,,2,1,IdoSell,standardowa
4513,Sklep 4537,Kielce,F,43,94,2,2015-07-25,,1,0,Streamsoft,standardowa
4571,Sklep 4538,Bjanex,A,363,365,1,2006-04-01,,11,5,ILUO,standardowa
4507,Sklep 4540,Kujawy,D,141,193,0,2014-04-02,2021-10-12,7,3,IdoSell,mini
4592,Sklep 4542,Wielkopolska,C,183,227,3,2022-07-09,,8,2,ILUO,standardowa
4593,Sklep 4543,Podkarpacie,B,341,364,1,2010-07-13,,8,5,IdoSell,standardowa
